,Geography,Percent 20-49,Percent Male 20-49,Median Age,County,State
1,0500000US01003,40.0,41.0,43.9,Baldwin County,AL
2,0500000US01015,42.1,42.10000000000001,40.2,Calhoun County,AL
3,0500000US01043,42.4,43.4,40.5,Cullman County,AL
4,0500000US01049,40.800000000000004,42.199999999999996,40.2,DeKalb County,AL
5,0500000US01051,46.099999999999994,45.7,40.0,Elmore County,AL
6,0500000US01055,41.8,42.50000000000001,41.5,Etowah County,AL
7,0500000US01069,43.099999999999994,42.599999999999994,40.5,Houston County,AL
8,0500000US01073,46.3,46.6,38.3,Jefferson County,AL
9,0500000US01077,43.50000000000001,45.0,40.0,Lauderdale County,AL
10,0500000US01081,50.800000000000004,51.5,33.3,Lee County,AL
11,0500000US01083,45.5,46.300000000000004,40.8,Limestone County,AL
12,0500000US01089,46.4,47.7,39.6,Madison County,AL
13,0500000US01095,41.6,44.2,37.8,Marshall County,AL
14,0500000US01097,44.9,44.6,38.8,Mobile County,AL
15,0500000US01101,46.5,47.0,37.2,Montgomery County,AL
16,0500000US01103,41.3,42.800000000000004,40.8,Morgan County,AL
17,0500000US01115,42.8,44.4,41.3,St. Clair County,AL
18,0500000US01117,44.4,44.7,40.6,Shelby County,AL
19,0500000US01121,43.8,46.3,42.9,Talladega County,AL
20,0500000US01125,50.0,50.7,34.4,Tuscaloosa County,AL
21,0500000US02020,51.3,51.2,35.2,Anchorage Municipality,AK
22,0500000US02090,54.3,57.2,32.0,Fairbanks North Star Borough,AK
23,0500000US02170,46.2,47.400000000000006,36.9,Matanuska-Susitna Borough,AK
24,0500000US04001,42.5,44.2,35.9,Apache County,AZ
25,0500000US04003,41.0,44.1,43.2,Cochise County,AZ
26,0500000US04005,47.50000000000001,49.89999999999999,33.0,Coconino County,AZ
27,0500000US04013,47.9,48.7,37.3,Maricopa County,AZ
28,0500000US04015,32.9,33.6,53.4,Mohave County,AZ
29,0500000US04017,39.2,41.2,38.4,Navajo County,AZ
30,0500000US04019,45.5,46.79999999999999,39.1,Pima County,AZ
31,0500000US04021,44.2,47.4,39.8,Pinal County,AZ
32,0500000US04025,31.3,32.2,55.3,Yavapai County,AZ
33,0500000US04027,45.3,48.1,35.4,Yuma County,AZ
34,0500000US05007,48.0,48.7,35.8,Benton County,AR
35,0500000US05031,48.699999999999996,47.19999999999999,33.6,Craighead County,AR
36,0500000US05045,49.7,51.49999999999999,33.3,Faulkner County,AR
37,0500000US05051,39.8,40.9,45.5,Garland County,AR
38,0500000US05069,43.2,44.9,39.3,Jefferson County,AR
39,0500000US05085,48.0,47.9,36.8,Lonoke County,AR
40,0500000US05119,46.8,46.6,37.7,Pulaski County,AR
41,0500000US05125,43.4,44.10000000000001,40.6,Saline County,AR
42,0500000US05131,46.300000000000004,47.4,37.4,Sebastian County,AR
43,0500000US05143,52.19999999999999,53.5,32.8,Washington County,AR
44,0500000US05145,43.50000000000001,43.1,38.0,White County,AR
45,0500000US06001,50.699999999999996,51.5,38.8,Alameda County,CA
46,0500000US06007,46.4,48.1,36.8,Butte County,CA
47,0500000US06013,44.6,45.300000000000004,40.4,Contra Costa County,CA
48,0500000US06017,37.1,38.5,45.7,El Dorado County,CA
49,0500000US06019,48.0,48.699999999999996,33.1,Fresno County,CA
50,0500000US06023,46.4,49.4,39.9,Humboldt County,CA
51,0500000US06025,46.2,48.9,32.8,Imperial County,CA
52,0500000US06029,48.900000000000006,50.7,32.5,Kern County,CA
53,0500000US06031,54.1,59.2,32.2,Kings County,CA
54,0500000US06033,38.099999999999994,39.4,43.9,Lake County,CA
55,0500000US06037,50.5,51.4,37.8,Los Angeles County,CA
56,0500000US06039,44.8,42.9,35.1,Madera County,CA
57,0500000US06041,36.3,38.3,46.9,Marin County,CA
58,0500000US06045,39.3,42.2,42.4,Mendocino County,CA
59,0500000US06047,47.699999999999996,48.4,31.8,Merced County,CA
60,0500000US06053,46.3,48.300000000000004,35.4,Monterey County,CA
61,0500000US06055,43.0,43.9,42.7,Napa County,CA
62,0500000US06057,35.9,36.699999999999996,50.2,Nevada County,CA
63,0500000US06059,47.2,47.9,39.2,Orange County,CA
64,0500000US06061,40.699999999999996,41.8,42.3,Placer County,CA
65,0500000US06065,46.9,47.6,36.6,Riverside County,CA
66,0500000US06067,48.9,49.900000000000006,37.2,Sacramento County,CA
67,0500000US06069,48.300000000000004,49.9,35.4,San Benito County,CA
68,0500000US06071,49.5,50.3,34.3,San Bernardino County,CA
69,0500000US06073,51.0,52.8,36.9,San Diego County,CA
70,0500000US06075,57.1,58.099999999999994,40.4,San Francisco County,CA
71,0500000US06077,47.1,48.1,35.0,San Joaquin County,CA
72,0500000US06079,43.199999999999996,46.400000000000006,40.2,San Luis Obispo County,CA
73,0500000US06081,47.1,48.6,40.8,San Mateo County,CA
74,0500000US06083,47.099999999999994,49.3,34.6,Santa Barbara County,CA
75,0500000US06085,50.49999999999999,52.00000000000001,38.2,Santa Clara County,CA
76,0500000US06087,45.39999999999999,46.2,39.0,Santa Cruz County,CA
77,0500000US06089,40.5,41.9,41.8,Shasta County,CA
78,0500000US06095,46.5,48.5,38.9,Solano County,CA
79,0500000US06097,42.9,44.50000000000001,42.7,Sonoma County,CA
80,0500000US06099,46.8,47.4,34.7,Stanislaus County,CA
81,0500000US06101,46.5,47.699999999999996,36.8,Sutter County,CA
82,0500000US06103,40.3,40.699999999999996,40.7,Tehama County,CA
83,0500000US06107,46.7,47.29999999999999,31.7,Tulare County,CA
84,0500000US06111,45.2,46.400000000000006,39.0,Ventura County,CA
85,0500000US06113,51.699999999999996,52.300000000000004,32.7,Yolo County,CA
86,0500000US06115,48.1,49.2,34.1,Yuba County,CA
87,0500000US08001,52.2,53.5,34.8,Adams County,CO
88,0500000US08005,50.3,51.50000000000001,37.2,Arapahoe County,CO
89,0500000US08013,49.5,51.2,38.2,Boulder County,CO
90,0500000US08014,50.5,52.800000000000004,38.9,Broomfield County,CO
91,0500000US08031,63.599999999999994,64.5,35.1,Denver County,CO
92,0500000US08035,45.0,45.800000000000004,39.3,Douglas County,CO
93,0500000US08041,51.4,53.1,34.9,El Paso County,CO
94,0500000US08059,48.50000000000001,50.20000000000001,40.2,Jefferson County,CO
95,0500000US08069,51.2,52.699999999999996,36.4,Larimer County,CO
96,0500000US08077,42.699999999999996,44.2,41.1,Mesa County,CO
97,0500000US08101,43.8,45.8,40.0,Pueblo County,CO
98,0500000US08123,48.800000000000004,49.599999999999994,35.2,Weld County,CO
99,0500000US09001,42.8,43.699999999999996,41.2,Fairfield County,CT
100,0500000US09003,45.1,46.49999999999999,40.0,Hartford County,CT
101,0500000US09005,38.5,39.1,47.6,Litchfield County,CT
102,0500000US09007,40.800000000000004,42.1,46.7,Middlesex County,CT
103,0500000US09009,45.099999999999994,45.9,40.5,New Haven County,CT
104,0500000US09011,43.8,46.3,41.6,New London County,CT
105,0500000US09013,43.6,44.0,37.9,Tolland County,CT
106,0500000US09015,44.5,45.5,40.8,Windham County,CT
107,0500000US10001,43.8,44.800000000000004,38.8,Kent County,DE
108,0500000US10003,45.5,46.8,39.1,New Castle County,DE
109,0500000US10005,33.4,34.8,51.8,Sussex County,DE
110,0500000US11001,60.89999999999999,60.400000000000006,34.8,District of Columbia,DC
111,0500000US12001,53.699999999999996,54.5,32.8,Alachua County,FL
112,0500000US12005,45.00000000000001,46.39999999999999,41.1,Bay County,FL
113,0500000US12009,38.599999999999994,40.1,47.0,Brevard County,FL
114,0500000US12011,44.7,45.3,41.3,Broward County,FL
115,0500000US12015,26.6,28.699999999999996,60.4,Charlotte County,FL
116,0500000US12017,29.000000000000004,30.9,57.8,Citrus County,FL
117,0500000US12019,41.7,42.3,40.9,Clay County,FL
118,0500000US12021,33.199999999999996,34.39999999999999,52.7,Collier County,FL
119,0500000US12023,43.20000000000001,44.4,39.8,Columbia County,FL
120,0500000US12031,49.4,50.3,36.8,Duval County,FL
121,0500000US12033,46.2,48.300000000000004,38.5,Escambia County,FL
122,0500000US12035,30.299999999999997,30.999999999999996,53.4,Flagler County,FL
123,0500000US12053,37.0,38.300000000000004,47.8,Hernando County,FL
124,0500000US12055,31.900000000000006,36.0,54.4,Highlands County,FL
125,0500000US12057,49.0,49.300000000000004,37.9,Hillsborough County,FL
126,0500000US12061,30.099999999999998,29.0,55.1,Indian River County,FL
127,0500000US12069,37.900000000000006,37.9,46.7,Lake County,FL
128,0500000US12071,36.699999999999996,37.0,49.5,Lee County,FL
129,0500000US12073,52.9,53.50000000000001,32.0,Leon County,FL
130,0500000US12081,35.7,36.6,49.9,Manatee County,FL
131,0500000US12083,36.7,37.8,48.5,Marion County,FL
132,0500000US12085,31.699999999999996,34.8,53.3,Martin County,FL
133,0500000US12086,46.4,48.2,40.9,Miami-Dade County,FL
134,0500000US12087,40.8,41.1,48.2,Monroe County,FL
135,0500000US12089,38.7,40.4,46.9,Nassau County,FL
136,0500000US12091,47.800000000000004,50.89999999999999,37.6,Okaloosa County,FL
137,0500000US12095,52.3,52.8,36.6,Orange County,FL
138,0500000US12097,48.8,49.300000000000004,36.7,Osceola County,FL
139,0500000US12099,39.8,41.3,45.4,Palm Beach County,FL
140,0500000US12101,40.3,40.800000000000004,43.8,Pasco County,FL
141,0500000US12103,39.5,40.6,49.1,Pinellas County,FL
142,0500000US12105,43.9,44.5,39.9,Polk County,FL
143,0500000US12107,37.699999999999996,37.9,45.9,Putnam County,FL
144,0500000US12109,37.8,37.7,44.4,St. Johns County,FL
145,0500000US12111,37.900000000000006,38.5,45.4,St. Lucie County,FL
146,0500000US12113,43.9,44.9,40.8,Santa Rosa County,FL
147,0500000US12115,30.0,31.1,57.0,Sarasota County,FL
148,0500000US12117,48.2,49.2,39.8,Seminole County,FL
149,0500000US12119,19.1,23.7,68.4,Sumter County,FL
150,0500000US12127,38.599999999999994,40.1,46.7,Volusia County,FL
151,0500000US12131,42.0,45.699999999999996,45.0,Walton County,FL
152,0500000US13013,47.6,46.3,36.9,Barrow County,GA
153,0500000US13015,44.099999999999994,46.7,39.7,Bartow County,GA
154,0500000US13021,46.0,45.4,35.7,Bibb County,GA
155,0500000US13031,53.6,56.4,28.6,Bulloch County,GA
156,0500000US13045,49.699999999999996,48.3,34.6,Carroll County,GA
157,0500000US13047,42.6,44.8,40.1,Catoosa County,GA
158,0500000US13051,49.9,50.699999999999996,36.9,Chatham County,GA
159,0500000US13057,43.49999999999999,44.4,40.8,Cherokee County,GA
160,0500000US13059,55.99999999999999,59.5,29.3,Clarke County,GA
161,0500000US13063,49.5,48.4,33.7,Clayton County,GA
162,0500000US13067,49.199999999999996,49.8,37.7,Cobb County,GA
163,0500000US13073,43.699999999999996,43.6,37.6,Columbia County,GA
164,0500000US13077,44.2,43.2,38.9,Coweta County,GA
165,0500000US13089,51.3,51.300000000000004,36.6,DeKalb County,GA
166,0500000US13095,44.900000000000006,46.9,37.4,Dougherty County,GA
167,0500000US13097,47.6,45.699999999999996,37.3,Douglas County,GA
168,0500000US13103,47.3,47.6,36.3,Effingham County,GA
169,0500000US13113,37.0,36.800000000000004,42.5,Fayette County,GA
170,0500000US13115,42.6,44.0,38.5,Floyd County,GA
171,0500000US13117,43.900000000000006,44.0,39.4,Forsyth County,GA
172,0500000US13121,53.5,53.800000000000004,36.0,Fulton County,GA
173,0500000US13127,40.0,38.99999999999999,40.9,Glynn County,GA
174,0500000US13135,47.1,47.199999999999996,36.0,Gwinnett County,GA
175,0500000US13139,44.6,45.5,38.2,Hall County,GA
176,0500000US13151,46.699999999999996,46.300000000000004,37.0,Henry County,GA
177,0500000US13153,48.400000000000006,48.3,36.9,Houston County,GA
178,0500000US13157,42.1,42.5,38.6,Jackson County,GA
179,0500000US13179,54.099999999999994,60.099999999999994,27.9,Liberty County,GA
180,0500000US13185,51.0,51.50000000000001,31.1,Lowndes County,GA
181,0500000US13215,49.5,51.10000000000001,34.7,Muscogee County,GA
182,0500000US13217,45.099999999999994,45.4,37.4,Newton County,GA
183,0500000US13223,46.5,47.199999999999996,36.8,Paulding County,GA
184,0500000US13245,49.7,50.6,35.3,Richmond County,GA
185,0500000US13247,42.7,43.5,38.8,Rockdale County,GA
186,0500000US13255,47.5,44.99999999999999,39.0,Spalding County,GA
187,0500000US13285,48.00000000000001,45.099999999999994,38.5,Troup County,GA
188,0500000US13295,42.099999999999994,42.400000000000006,41.9,Walker County,GA
189,0500000US13297,43.800000000000004,42.9,39.2,Walton County,GA
190,0500000US13313,45.8,46.9,36.1,Whitfield County,GA
191,0500000US15001,40.400000000000006,38.4,44.0,Hawaii County,HI
192,0500000US15003,47.099999999999994,49.199999999999996,39.0,Honolulu County,HI
193,0500000US15007,41.0,41.4,40.6,Kauai County,HI
194,0500000US15009,41.9,41.300000000000004,42.9,Maui County,HI
195,0500000US16001,48.300000000000004,49.3,38.2,Ada County,ID
196,0500000US16005,46.8,46.7,35.0,Bannock County,ID
197,0500000US16019,45.4,46.900000000000006,33.7,Bonneville County,ID
198,0500000US16027,46.199999999999996,46.1,34.6,Canyon County,ID
199,0500000US16055,42.6,43.0,40.5,Kootenai County,ID
200,0500000US16083,43.4,42.1,35.9,Twin Falls County,ID
201,0500000US17019,52.1,52.1,31.0,Champaign County,IL
202,0500000US17031,49.800000000000004,50.60000000000001,37.8,Cook County,IL
203,0500000US17037,52.4,55.49999999999999,32.9,DeKalb County,IL
204,0500000US17043,43.9,44.800000000000004,40.0,DuPage County,IL
205,0500000US17089,43.900000000000006,45.0,39.0,Kane County,IL
206,0500000US17091,42.5,44.3,39.3,Kankakee County,IL
207,0500000US17093,44.099999999999994,45.8,35.9,Kendall County,IL
208,0500000US17097,43.099999999999994,44.199999999999996,38.8,Lake County,IL
209,0500000US17099,41.9,44.3,41.8,LaSalle County,IL
210,0500000US17111,42.4,43.699999999999996,40.6,McHenry County,IL
211,0500000US17113,48.199999999999996,48.5,33.9,McLean County,IL
212,0500000US17115,40.7,40.49999999999999,41.5,Macon County,IL
213,0500000US17119,43.1,43.800000000000004,40.5,Madison County,IL
214,0500000US17143,42.9,42.699999999999996,38.6,Peoria County,IL
215,0500000US17161,41.1,41.6,41.1,Rock Island County,IL
216,0500000US17163,43.699999999999996,44.6,40.1,St. Clair County,IL
217,0500000US17167,43.1,42.699999999999996,40.8,Sangamon County,IL
218,0500000US17179,41.6,43.300000000000004,41.7,Tazewell County,IL
219,0500000US17183,41.6,43.49999999999999,41.0,Vermilion County,IL
220,0500000US17197,44.800000000000004,45.4,39.0,Will County,IL
221,0500000US17199,43.599999999999994,46.3,41.7,Williamson County,IL
222,0500000US17201,42.4,43.0,39.3,Winnebago County,IL
223,0500000US18003,46.6,46.8,36.2,Allen County,IN
224,0500000US18005,48.2,48.199999999999996,37.0,Bartholomew County,IN
225,0500000US18011,43.6,44.3,39.2,Boone County,IN
226,0500000US18019,47.1,47.8,39.1,Clark County,IN
227,0500000US18035,46.1,46.699999999999996,35.2,Delaware County,IN
228,0500000US18039,44.1,45.6,36.0,Elkhart County,IN
229,0500000US18043,45.400000000000006,45.6,39.5,Floyd County,IN
230,0500000US18053,43.2,40.8,40.5,Grant County,IN
231,0500000US18057,44.9,45.699999999999996,37.5,Hamilton County,IN
232,0500000US18059,42.599999999999994,40.99999999999999,40.3,Hancock County,IN
233,0500000US18063,46.0,47.699999999999996,38.9,Hendricks County,IN
234,0500000US18067,42.00000000000001,43.2,41.5,Howard County,IN
235,0500000US18081,46.3,47.0,38.5,Johnson County,IN
236,0500000US18085,44.699999999999996,43.7,38.5,Kosciusko County,IN
237,0500000US18089,43.5,43.9,39.6,Lake County,IN
238,0500000US18091,43.800000000000004,46.8,40.7,LaPorte County,IN
239,0500000US18095,43.7,46.1,41.2,Madison County,IN
240,0500000US18097,50.800000000000004,51.00000000000001,34.5,Marion County,IN
241,0500000US18105,51.6,53.50000000000001,30.2,Monroe County,IN
242,0500000US18109,40.099999999999994,39.9,42.4,Morgan County,IN
243,0500000US18127,45.300000000000004,46.400000000000006,40.9,Porter County,IN
244,0500000US18141,45.2,45.6,37.6,St. Joseph County,IN
245,0500000US18157,53.2,56.599999999999994,28.9,Tippecanoe County,IN
246,0500000US18163,45.599999999999994,46.0,38.4,Vanderburgh County,IN
247,0500000US18167,46.99999999999999,47.8,36.5,Vigo County,IN
248,0500000US18177,41.0,42.3,41.7,Wayne County,IN
249,0500000US19013,46.69999999999999,47.9,36.1,Black Hawk County,IA
250,0500000US19049,50.2,52.400000000000006,35.6,Dallas County,IA
251,0500000US19061,42.400000000000006,44.3,39.4,Dubuque County,IA
252,0500000US19103,56.400000000000006,57.300000000000004,30.9,Johnson County,IA
253,0500000US19113,45.1,44.900000000000006,39.0,Linn County,IA
254,0500000US19153,49.2,50.099999999999994,36.3,Polk County,IA
255,0500000US19155,41.7,42.300000000000004,40.4,Pottawattamie County,IA
256,0500000US19163,43.6,43.0,39.1,Scott County,IA
257,0500000US19169,52.10000000000001,53.599999999999994,26.6,Story County,IA
258,0500000US19193,44.0,44.20000000000001,36.8,Woodbury County,IA
259,0500000US20015,42.300000000000004,44.5,37.8,Butler County,KS
260,0500000US20045,54.39999999999999,54.800000000000004,32.3,Douglas County,KS
261,0500000US20091,46.800000000000004,47.9,38.4,Johnson County,KS
262,0500000US20103,44.9,46.099999999999994,37.5,Leavenworth County,KS
263,0500000US20161,62.89999999999999,67.4,26.3,Riley County,KS
264,0500000US20173,46.199999999999996,46.8,35.9,Sedgwick County,KS
265,0500000US20177,44.0,45.599999999999994,38.4,Shawnee County,KS
266,0500000US20209,46.50000000000001,46.5,34.7,Wyandotte County,KS
267,0500000US21015,44.800000000000004,45.2,37.9,Boone County,KY
268,0500000US21029,44.2,45.2,41.5,Bullitt County,KY
269,0500000US21037,47.3,48.4,38.5,Campbell County,KY
270,0500000US21047,52.6,57.0,28.7,Christian County,KY
271,0500000US21059,42.7,44.89999999999999,39.3,Daviess County,KY
272,0500000US21067,51.5,52.8,35.3,Fayette County,KY
273,0500000US21093,46.2,48.6,37.8,Hardin County,KY
274,0500000US21111,46.8,47.7,38.5,Jefferson County,KY
275,0500000US21117,46.699999999999996,47.099999999999994,38.2,Kenton County,KY
276,0500000US21145,40.599999999999994,41.099999999999994,42.7,McCracken County,KY
277,0500000US21151,47.9,48.599999999999994,33.9,Madison County,KY
278,0500000US21185,43.099999999999994,45.5,40.7,Oldham County,KY
279,0500000US21199,40.4,43.1,40.9,Pulaski County,KY
280,0500000US21227,49.2,51.800000000000004,32.4,Warren County,KY
281,0500000US22005,47.699999999999996,46.800000000000004,35.8,Ascension Parish,LA
